@odata.etag,msdyn_aieventid,createdon,msdyn_eventtimestamp,msdyn_eventtype,msdyn_billingtype,msdyn_creditconsumed,msdyn_ismeteredevent,msdyn_conversationid,msdyn_sessionid,_msdyn_botid_value,_msdyn_botid_value@OData.Community.Display.V1.FormattedValue,_msdyn_environmentid_value,_msdyn_environmentid_value@OData.Community.Display.V1.FormattedValue,msdyn_channel,msdyn_outcome,statecode,statuscode,versionnumber,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
"W/""7129465""",83046af1-84d5-abd2-e85b-9c8aefd2e8c9,2026-08-08T12:02:30Z,2026-08-08T12:02:30Z,Classic answer,Zero-rated,0,false,7a9e3e4e-254e-fd58-215d-7b3b292e324f,8339cc52-4ff8-ab63-ade5-5a0820848038,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Abandoned,0,1,92812910,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""6609630""",d28d2fb2-814f-513e-7880-c274814bc74b,2026-08-08T15:32:56Z,2026-08-08T15:32:56Z,Classic answer,Billed,9,true,348b19f6-7bc3-c47e-ee0c-8608a95a29d8,59ead309-ff91-8cba-0d98-f78445ea9cf4,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Abandoned,0,1,63141670,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""1204460""",7b146976-dfff-67ad-303f-e6b5ad01a254,2026-08-08T15:29:58Z,2026-08-08T15:29:58Z,Generative answer,Billed,60,true,30978128-d165-deb7-a126-98cbe3ad5493,67a6871d-d122-d40b-90cf-490d71382bf7,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Resolved,0,1,84551867,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""3055463""",ecd5bffd-9335-8b01-f019-d98db5902d58,2026-08-08T14:28:56Z,2026-08-08T14:28:56Z,Generative answer,Billed,34,true,af310c08-4038-2092-9396-047693a434cb,d3711145-5e82-bc4b-bdc9-b60267761eb8,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Resolved,0,1,35004929,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""3925229""",4594e2c4-9dbf-9e57-a3cc-e8b4326cf065,2026-08-08T15:33:09Z,2026-08-08T15:33:09Z,Generative answer,Billed,52,true,bd53a0b9-9c9c-2844-e579-aa75f94bc0d9,ecba5167-095d-d836-ef6c-a8617601f89a,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Resolved,0,1,51081121,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""7183858""",4ffb96db-657d-b5bf-3b48-557ead0e30b3,2026-08-08T14:09:39Z,2026-08-08T14:09:39Z,Generative answer,Zero-rated,0,false,89ee7ca5-456c-27fd-12bf-e52d4f168d97,7d71f733-cb6c-5299-7942-ed9ada9d165b,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Abandoned,0,1,49365162,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""9409382""",83f10a09-610a-f755-3a38-a29d89475739,2026-08-08T17:17:07Z,2026-08-08T17:17:07Z,Generative answer,Billed,102,true,8aafb54b-0158-572b-b8ec-8273c1ead204,ebe79f89-869e-7a40-d281-cce294827280,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Abandoned,0,1,18302008,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""5905299""",de20a426-c3f9-3fbd-86db-08beb97eb5b7,2026-08-08T17:24:18Z,2026-08-08T17:24:18Z,Agent action,Billed,99,true,5af7f22c-d4d8-4d00-79ce-deb810a66fe0,f5ebc6db-5adc-8876-d3af-3619f36d5a36,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Escalated,0,1,40889296,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""6893912""",522a230e-ea65-1d60-237a-9f3252503427,2026-08-08T18:11:48Z,2026-08-08T18:11:48Z,Agent action,Billed,27,true,c257d3cf-070d-269e-e6ac-03a80736ffb5,8b49c017-0d00-5182-3144-cec7de08ff93,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Abandoned,0,1,72548277,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""1850738""",f68c76c7-786b-5570-2caa-4761a982384b,2026-08-08T15:55:26Z,2026-08-08T15:55:26Z,Agent action,Billed,153,true,f42b0176-0e5c-e39f-7955-cdb784b31a4d,3ff9de89-dd2a-62a7-f61c-6fe932ec81aa,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Resolved,0,1,96440783,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""4493359""",ddf99f87-b4d9-a1a8-3275-4c3a0a2af4e3,2026-08-08T11:40:25Z,2026-08-08T11:40:25Z,Classic answer,Billed,37,true,d305c1ae-82ca-e121-2026-da8b9fbd994a,dd839d94-bc11-fe6d-8657-52d85849b91a,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Escalated,0,1,46422610,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""9453342""",8549072c-87e8-0e53-9e8e-9235af56b50c,2026-08-08T14:01:18Z,2026-08-08T14:01:18Z,Classic answer,Billed,45,true,232f0d4f-6465-73f1-3dc7-68923c14cbd7,a61a467c-af9f-17ed-8c6e-9bddbc5ab867,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Escalated,0,1,52497285,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""5924694""",fa0fd3f8-76f8-31de-f861-017ab6d9a814,2026-08-08T08:44:37Z,2026-08-08T08:44:37Z,Classic answer,Zero-rated,0,false,cda267b7-88cd-7f72-10aa-eeb1f367f96a,acad4c08-0342-9bdd-845e-895c82d4409b,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Escalated,0,1,93869742,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""2413668""",c4e303b6-e2c7-75f9-1f2c-6a7095dde9fd,2026-08-08T09:54:14Z,2026-08-08T09:54:14Z,Classic answer,Billed,27,true,6808ed48-909f-53e4-29d2-13dc4687a57e,c7543893-3351-27d3-ff5d-12b472b30e23,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Escalated,0,1,43942549,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""4427937""",4be685da-60a3-6663-f984-b02f89e0e95f,2026-08-08T19:24:47Z,2026-08-08T19:24:47Z,Generative answer,Billed,80,true,0f917695-1399-69d6-d67d-9ba4638a5cdb,74abea5e-bedd-fff4-f85e-3f4ce5fad740,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Abandoned,0,1,23271144,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""3053680""",d9f9bf16-534d-eacf-6caf-e9a4789f7698,2026-08-08T17:16:39Z,2026-08-08T17:16:39Z,Generative answer,Billed,68,true,832abcee-f463-c0fa-51e6-79d3de1430d7,8243bbfa-8d7a-3812-9c4e-e68ee4536ee5,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Resolved,0,1,90460856,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""5928910""",f48ff43b-48e2-3369-19cb-9d229ff9cc0c,2026-08-08T10:30:02Z,2026-08-08T10:30:02Z,Generative answer,Zero-rated,0,false,ef37a2cd-8593-5429-1e74-2e8ea414bc6a,6a88aec7-5cf5-ed5c-cdaf-b798c2ea6bf8,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Resolved,0,1,41794271,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""7733952""",0c008903-94b3-52dc-2dfb-196c7faef1da,2026-08-08T18:15:07Z,2026-08-08T18:15:07Z,Generative answer,Billed,78,true,23f969f2-73c9-9dc1-3c10-f3b508e8cacd,4e8920da-ae11-a2d4-d1f2-6a34ebc34060,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Escalated,0,1,17927405,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""7002379""",0d6a4835-3212-ee3b-1619-8e74f937fecd,2026-08-08T18:16:07Z,2026-08-08T18:16:07Z,Generative answer,Billed,84,true,5dfc6483-53c3-6540-4c28-647f7d0b1599,08d94d08-9971-c025-f028-f99325abfb65,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Resolved,0,1,36578400,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""9022516""",08baea08-df6d-2da3-dd84-0a88a586e69c,2026-08-08T18:01:23Z,2026-08-08T18:01:23Z,Agent action,Billed,45,true,94d84190-3248-2331-8db3-ba52da7f0a7b,a89c9be9-d38b-747b-21a6-ad89ae97360e,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Escalated,0,1,42496689,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""9469712""",a065ee5e-3bec-9070-c0de-c40bdb16aaa8,2026-08-08T11:03:31Z,2026-08-08T11:03:31Z,Agent action,Billed,15,true,a45bfdfa-d72f-1f80-10f7-90f67f3a02b2,25c6dc8a-4298-8746-c96b-cd8b68d24a62,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Abandoned,0,1,46967963,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""6920788""",9c2806c4-7d0b-e862-ce34-9cdfa56d9b90,2026-08-08T09:09:40Z,2026-08-08T09:09:40Z,Agent action,Billed,90,true,a9129448-a9e1-de60-8911-e8dde0c8feae,2a79a3ee-b1d9-947a-d835-a8341f70ed0e,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Resolved,0,1,25753402,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""4103627""",5f2fea66-ac89-6a12-c117-5223adcdb75b,2026-08-08T11:03:34Z,2026-08-08T11:03:34Z,Agent action,Billed,18,true,ad013daf-e4ac-1f54-3d94-dbc167164911,4aba6c97-165e-85ae-fc2a-9599146f530d,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Resolved,0,1,22649513,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-08,batch-2026-09-04,MOCK
"W/""5744401""",d7d6eed7-7580-4b15-2918-d4eb0e28a8b2,2026-08-09T16:51:00Z,2026-08-09T16:51:00Z,Classic answer,Billed,8,true,e45fbf0c-777c-a12f-1275-5c2569ab9b4c,19f23c17-f158-d6b0-8bbc-0b507d236b5c,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Abandoned,0,1,78825700,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""7259078""",255ce3a9-a95a-07a6-2335-726f41aedc7f,2026-08-09T10:14:17Z,2026-08-09T10:14:17Z,Classic answer,Billed,20,true,ab57eb90-349e-dc9a-bbba-2274c21160c3,7a3b0396-bf6e-9d38-15d4-f608a8ffc0d5,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Escalated,0,1,79375234,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""5601447""",6a477618-79a1-84f9-28fd-b354f40cf8c9,2026-08-09T10:51:07Z,2026-08-09T10:51:07Z,Classic answer,Zero-rated,0,false,56ae4a37-6e89-d04e-a6c4-ca015cf2d9a6,7a4df83a-0583-4954-d4d4-13e7701f6eba,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Resolved,0,1,19067589,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""6252222""",106d3a06-239f-f129-ada9-71650e15c175,2026-08-09T14:13:55Z,2026-08-09T14:13:55Z,Classic answer,Billed,12,true,e829155a-1519-6e3b-2ff0-124148a75792,1eca45ae-a6ae-17a4-6093-8b7c05d7a18f,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Escalated,0,1,19296433,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""9445197""",aed2f8b2-065a-1e3a-01ac-65952fae5b1d,2026-08-09T12:20:21Z,2026-08-09T12:20:21Z,Generative answer,Billed,58,true,10775b9a-c1ab-3ce3-4135-16e4929c3a32,453beb79-c961-2afa-2089-499db146f076,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Escalated,0,1,26700920,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""6580458""",00a0174e-76f8-6881-c86e-49073f577cd7,2026-08-09T12:52:26Z,2026-08-09T12:52:26Z,Generative answer,Billed,86,true,beda0084-37c1-66aa-26f6-93bf9fe67dda,9ba91c81-7890-8c6f-ab21-df6482f75092,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Resolved,0,1,34567364,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""8399472""",98f8e8de-0647-aa0c-d6eb-bea47080776e,2026-08-09T11:45:24Z,2026-08-09T11:45:24Z,Agent action,Billed,156,true,5ee10ab2-d1dd-e1b5-917a-96e38d1f6a9b,fc67ce5a-4c53-b31f-ddf1-8860342562b4,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Escalated,0,1,18905993,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""6314971""",175c928b-da94-a440-8895-538f8026e6c2,2026-08-09T11:51:45Z,2026-08-09T11:51:45Z,Agent action,Billed,36,true,5f97082f-1ee9-b617-2835-bbc3ada8668e,ececd991-c28e-accc-ebf8-5a8d5fc7f1d3,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Resolved,0,1,45446035,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""9474404""",035c8f82-343d-fca1-1f8a-c3a778f7c994,2026-08-09T11:55:00Z,2026-08-09T11:55:00Z,Agent action,Billed,132,true,177a6838-677c-e7b7-1a24-df79c26f0a01,f513c9d5-85d5-02ef-8e45-bad2dfd7d89a,bdd640fb-0667-1ad1-1c80-317fa3b1799d,HR Helpdesk Bot,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Escalated,0,1,19231279,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""7459441""",aba38e8f-971a-c8ee-0cc7-dd371f62b44a,2026-08-09T09:42:08Z,2026-08-09T09:42:08Z,Classic answer,Billed,16,true,6cd4532e-0128-a794-a386-70e6b2cfd3bb,b51043a0-0c6c-4036-1e4e-9191b0959c1d,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Abandoned,0,1,86708409,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""8879438""",319a0c35-0675-f5b3-82e1-3dad705d5446,2026-08-09T15:17:26Z,2026-08-09T15:17:26Z,Classic answer,Billed,29,true,31c30fa5-c851-1e32-9245-e22248c00d79,3b9c7cd3-cc88-6bb0-6f8e-13e51ad32f01,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Abandoned,0,1,38875389,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""1495334""",4cbcbd8c-7098-8f6b-5774-9ca08ab51c90,2026-08-09T13:28:19Z,2026-08-09T13:28:19Z,Generative answer,Billed,56,true,15583d71-7cd3-d2aa-e34a-d0d0fc8da237,51dc5ef0-1b72-2a98-7148-7a667db475f8,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Escalated,0,1,49163912,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""3559959""",c77d367e-4304-e628-b69d-297b26abff6e,2026-08-09T14:16:15Z,2026-08-09T14:16:15Z,Generative answer,Billed,98,true,3b93657c-62ea-9b85-9655-5f206462db94,f0a18322-88be-9cf7-cf5b-51141b59358a,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Resolved,0,1,53659605,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""4302377""",a19c3c9d-a531-6e09-f94e-8050b40d046e,2026-08-09T17:26:00Z,2026-08-09T17:26:00Z,Generative answer,Billed,86,true,4063fe9f-33c3-b4f5-6350-783628d6192e,2653feef-995e-2d90-0d51-8457323fc320,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Resolved,0,1,12615515,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""2869436""",253269bf-58ea-28fc-e91e-1b34ce41ae8b,2026-08-09T10:16:01Z,2026-08-09T10:16:01Z,Generative answer,Billed,74,true,35156681-c463-7518-7353-802511fe14e2,114452a7-0cfc-6744-1c3d-4db48a2816f9,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Abandoned,0,1,92477803,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""5776805""",579fb5dc-1937-8622-7a2c-83faca057ebc,2026-08-09T19:40:11Z,2026-08-09T19:40:11Z,Agent action,Billed,54,true,8e9bc438-5773-7d0a-2993-ffbca8f70927,dd9bc547-fcf0-6884-f212-22b2f2d6040a,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Abandoned,0,1,91504181,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""4925352""",1a67e011-309f-0712-0f75-d6a79d548715,2026-08-09T15:56:52Z,2026-08-09T15:56:52Z,Agent action,Billed,90,true,72110d2e-91a7-8f1d-6340-f38ec1527fe9,852989bf-d6c2-46dc-2d21-bc47c712175d,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Abandoned,0,1,78460286,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""8667844""",4a03bf88-dba7-026b-cafd-c7e73de699fd,2026-08-09T16:16:02Z,2026-08-09T16:16:02Z,Agent action,Billed,180,true,053a561e-9257-f9f2-153a-dbf43a9714c5,ae7d2e2c-c964-a565-ee62-ab17e93df3c4,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Escalated,0,1,94251843,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""9651607""",b51ff20f-6f73-80be-b566-2a0de0f914a6,2026-08-09T12:25:39Z,2026-08-09T12:25:39Z,Agent action,Billed,54,true,8cc969de-af4e-7d39-56f7-1f53761660a6,0f8e92e8-7947-d846-983c-1431d0dc7ed7,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Escalated,0,1,48494274,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""9273027""",e830ddb7-f5cb-676b-9ed4-984c0a2102dc,2026-08-09T10:42:40Z,2026-08-09T10:42:40Z,Agent action,Billed,141,true,5fcfd9cb-5e25-4ecb-db2e-e589b8e69a48,a6cb2b7c-e096-57e4-748b-674679c24680,23b8c1e9-3924-56de-3eb1-3b9046685257,Claims Triage Agent,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Resolved,0,1,16297186,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""1875649""",45fd3569-6ea0-9d4d-9385-9be58dd4a1f2,2026-08-09T16:51:33Z,2026-08-09T16:51:33Z,Classic answer,Billed,31,true,b6edcfe6-e9c2-8708-503f-e1c6387f8b7d,d786e200-3efd-431a-f253-1578c08bd7fb,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Custom website,Resolved,0,1,14268380,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""2327639""",92543531-c8fb-bbc5-dfec-17e529e8fe14,2026-08-09T15:26:28Z,2026-08-09T15:26:28Z,Classic answer,Zero-rated,0,false,fad85e23-a6ec-34e6-ec8e-f28d44d402e5,e435edcd-13b8-e4ec-bac3-96344095b08f,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Microsoft Teams,Escalated,0,1,39623965,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
"W/""9282355""",71d19595-ce0f-f1c3-0e6f-35d5b99d6c74,2026-08-09T09:09:44Z,2026-08-09T09:09:44Z,Classic answer,Billed,44,true,666e5d70-62bd-c508-e530-a2a33180138e,f7491a01-f8fc-1026-0d39-74642dba42dc,bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,Store Ops Assistant,3f2ad9c1-7b64-4f6a-9d8e-52c0b7a13e45,Contoso Production,Web chat,Abandoned,0,1,30313559,2026-09-04T18:00:00Z,AI-FinOps-MOCK,dataverse.msdyn_aievents,2026-08-09,batch-2026-09-04,MOCK
