BilledCost,BillingAccountId,BillingAccountName,BillingAccountType,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountStatus,CommitmentDiscountType,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,SkuId,SkuPriceId,SubAccountId,SubAccountName,SubAccountType,Tags,x_AccountId,x_AccountName,x_AccountOwnerId,x_BilledCostInUsd,x_BilledUnitPrice,x_BillingAccountId,x_BillingAccountName,x_BillingExchangeRate,x_BillingExchangeRateDate,x_BillingProfileId,x_BillingProfileName,x_ContractedCostInUsd,x_CostAllocationRuleName,x_CostCenter,x_CustomerId,x_CustomerName,x_EffectiveCostInUsd,x_EffectiveUnitPrice,x_InvoiceId,x_InvoiceIssuerId,x_InvoiceSectionId,x_InvoiceSectionName,x_ListCostInUsd,x_PartnerCreditApplied,x_PartnerCreditRate,x_PricingBlockSize,x_PricingCurrency,x_PricingSubcategory,x_PricingUnitDescription,x_PublisherCategory,x_PublisherId,x_ResellerId,x_ResellerName,x_ResourceGroupName,x_ResourceType,x_ServicePeriodEnd,x_ServicePeriodStart,x_SkuDescription,x_SkuDetails,x_SkuIsCreditEligible,x_SkuMeterCategory,x_SkuMeterId,x_SkuMeterName,x_SkuMeterSubcategory,x_SkuOfferId,x_SkuOrderId,x_SkuOrderName,x_SkuPartNumber,x_SkuRegion,x_SkuServiceFamily,x_SkuTerm,x_SkuTier,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
0.058251,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-09-01T00:00:00Z,2026-08-01T00:00:00Z,Usage,,gpt-4.1-mini Input Tokens,Usage-Based,2026-08-09T00:00:00Z,2026-08-08T00:00:00Z,,,,,,171326,Tokens,0.058251,0.00034,0.058251,Microsoft,0.06853,0.0004,Standard,171.326,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-datascience-dev,aoai-datascience-dev,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-input,9d25a9f8-1c8e-5e82-949f-a69580f18e8d,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-DSNB"",""bu"":""BU-PLATFORM"",""env"":""ENV-DEV""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.058251,0.00034,EA-7654321,Contoso Enterprise Agreement,1,2026-08-01,EA-7654321,Contoso Enterprise Agreement,0.058251,,CC-3000,,,0.058251,0.00034,,,EA-DEPT-042,AI and Data,0.06853,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-08-09T00:00:00Z,2026-08-08T00:00:00Z,gpt-4.1-mini Input Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Input""}",True,Azure OpenAI,9d25a9f8-1c8e-5e82-949f-a69580f18e8d,gpt-4.1-mini Input Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-INPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-08-08,batch-2026-09-04,MOCK
0.015246,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-09-01T00:00:00Z,2026-08-01T00:00:00Z,Usage,,gpt-4.1-mini Output Tokens,Usage-Based,2026-08-09T00:00:00Z,2026-08-08T00:00:00Z,,,,,,11210,Tokens,0.015246,0.00136,0.015246,Microsoft,0.017936,0.0016,Standard,11.21,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-datascience-dev,aoai-datascience-dev,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-output,ce8b7b6e-f4d1-5b56-beca-4ea97224f27b,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-DSNB"",""bu"":""BU-PLATFORM"",""env"":""ENV-DEV""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.015246,0.00136,EA-7654321,Contoso Enterprise Agreement,1,2026-08-01,EA-7654321,Contoso Enterprise Agreement,0.015246,,CC-3000,,,0.015246,0.00136,,,EA-DEPT-042,AI and Data,0.017936,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-08-09T00:00:00Z,2026-08-08T00:00:00Z,gpt-4.1-mini Output Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Output""}",True,Azure OpenAI,ce8b7b6e-f4d1-5b56-beca-4ea97224f27b,gpt-4.1-mini Output Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-OUTPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-08-08,batch-2026-09-04,MOCK
0.0009,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-09-01T00:00:00Z,2026-08-01T00:00:00Z,Usage,,gpt-4.1-mini Cached Input Tokens,Usage-Based,2026-08-09T00:00:00Z,2026-08-08T00:00:00Z,,,,,,10594,Tokens,0.0009,8.5e-05,0.0009,Microsoft,0.001059,0.0001,Standard,10.594,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-mobile-test,aoai-mobile-test,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-cached,a3f1d0b2-6d52-5c74-8f0a-19a2f1cbb6d4,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-MOBILE"",""bu"":""BU-RETAIL"",""env"":""ENV-TEST""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.0009,8.5e-05,EA-7654321,Contoso Enterprise Agreement,1,2026-08-01,EA-7654321,Contoso Enterprise Agreement,0.0009,,CC-4000,,,0.0009,8.5e-05,,,EA-DEPT-042,AI and Data,0.001059,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-08-09T00:00:00Z,2026-08-08T00:00:00Z,gpt-4.1-mini Cached Input Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Cached""}",True,Azure OpenAI,a3f1d0b2-6d52-5c74-8f0a-19a2f1cbb6d4,gpt-4.1-mini Cached Input Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-CACHED,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-08-08,batch-2026-09-04,MOCK
0.055029,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-09-01T00:00:00Z,2026-08-01T00:00:00Z,Usage,,gpt-4.1-mini Input Tokens,Usage-Based,2026-08-09T00:00:00Z,2026-08-08T00:00:00Z,,,,,,161850,Tokens,0.055029,0.00034,0.055029,Microsoft,0.06474,0.0004,Standard,161.85,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-mobile-test,aoai-mobile-test,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-input,9d25a9f8-1c8e-5e82-949f-a69580f18e8d,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-MOBILE"",""bu"":""BU-RETAIL"",""env"":""ENV-TEST""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.055029,0.00034,EA-7654321,Contoso Enterprise Agreement,1,2026-08-01,EA-7654321,Contoso Enterprise Agreement,0.055029,,CC-4000,,,0.055029,0.00034,,,EA-DEPT-042,AI and Data,0.06474,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-08-09T00:00:00Z,2026-08-08T00:00:00Z,gpt-4.1-mini Input Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Input""}",True,Azure OpenAI,9d25a9f8-1c8e-5e82-949f-a69580f18e8d,gpt-4.1-mini Input Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-INPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-08-08,batch-2026-09-04,MOCK
0.034876,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-09-01T00:00:00Z,2026-08-01T00:00:00Z,Usage,,gpt-4.1-mini Output Tokens,Usage-Based,2026-08-09T00:00:00Z,2026-08-08T00:00:00Z,,,,,,25644,Tokens,0.034876,0.00136,0.034876,Microsoft,0.04103,0.0016,Standard,25.644,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-mobile-test,aoai-mobile-test,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-output,ce8b7b6e-f4d1-5b56-beca-4ea97224f27b,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-MOBILE"",""bu"":""BU-RETAIL"",""env"":""ENV-TEST""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.034876,0.00136,EA-7654321,Contoso Enterprise Agreement,1,2026-08-01,EA-7654321,Contoso Enterprise Agreement,0.034876,,CC-4000,,,0.034876,0.00136,,,EA-DEPT-042,AI and Data,0.04103,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-08-09T00:00:00Z,2026-08-08T00:00:00Z,gpt-4.1-mini Output Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Output""}",True,Azure OpenAI,ce8b7b6e-f4d1-5b56-beca-4ea97224f27b,gpt-4.1-mini Output Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-OUTPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-08-08,batch-2026-09-04,MOCK
0.001998,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-09-01T00:00:00Z,2026-08-01T00:00:00Z,Usage,,gpt-4.1-mini Cached Input Tokens,Usage-Based,2026-08-09T00:00:00Z,2026-08-08T00:00:00Z,,,,,,23509,Tokens,0.001998,8.5e-05,0.001998,Microsoft,0.002351,0.0001,Standard,23.509,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-search-prod,aoai-search-prod,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-cached,a3f1d0b2-6d52-5c74-8f0a-19a2f1cbb6d4,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.001998,8.5e-05,EA-7654321,Contoso Enterprise Agreement,1,2026-08-01,EA-7654321,Contoso Enterprise Agreement,0.001998,,CC-2000,,,0.001998,8.5e-05,,,EA-DEPT-042,AI and Data,0.002351,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-08-09T00:00:00Z,2026-08-08T00:00:00Z,gpt-4.1-mini Cached Input Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Cached""}",True,Azure OpenAI,a3f1d0b2-6d52-5c74-8f0a-19a2f1cbb6d4,gpt-4.1-mini Cached Input Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-CACHED,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-08-08,batch-2026-09-04,MOCK
0.096965,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-09-01T00:00:00Z,2026-08-01T00:00:00Z,Usage,,gpt-4.1-mini Input Tokens,Usage-Based,2026-08-09T00:00:00Z,2026-08-08T00:00:00Z,,,,,,285190,Tokens,0.096965,0.00034,0.096965,Microsoft,0.114076,0.0004,Standard,285.19,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-search-prod,aoai-search-prod,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-input,9d25a9f8-1c8e-5e82-949f-a69580f18e8d,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.096965,0.00034,EA-7654321,Contoso Enterprise Agreement,1,2026-08-01,EA-7654321,Contoso Enterprise Agreement,0.096965,,CC-2000,,,0.096965,0.00034,,,EA-DEPT-042,AI and Data,0.114076,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-08-09T00:00:00Z,2026-08-08T00:00:00Z,gpt-4.1-mini Input Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Input""}",True,Azure OpenAI,9d25a9f8-1c8e-5e82-949f-a69580f18e8d,gpt-4.1-mini Input Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-INPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-08-08,batch-2026-09-04,MOCK
0.034774,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-09-01T00:00:00Z,2026-08-01T00:00:00Z,Usage,,gpt-4.1-mini Output Tokens,Usage-Based,2026-08-09T00:00:00Z,2026-08-08T00:00:00Z,,,,,,25569,Tokens,0.034774,0.00136,0.034774,Microsoft,0.04091,0.0016,Standard,25.569,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-search-prod,aoai-search-prod,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-output,ce8b7b6e-f4d1-5b56-beca-4ea97224f27b,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-SEARCH"",""bu"":""BU-DISCOVERY"",""env"":""ENV-PROD""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.034774,0.00136,EA-7654321,Contoso Enterprise Agreement,1,2026-08-01,EA-7654321,Contoso Enterprise Agreement,0.034774,,CC-2000,,,0.034774,0.00136,,,EA-DEPT-042,AI and Data,0.04091,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-08-09T00:00:00Z,2026-08-08T00:00:00Z,gpt-4.1-mini Output Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Output""}",True,Azure OpenAI,ce8b7b6e-f4d1-5b56-beca-4ea97224f27b,gpt-4.1-mini Output Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-OUTPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-08-08,batch-2026-09-04,MOCK
0.003391,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-09-01T00:00:00Z,2026-08-01T00:00:00Z,Usage,,gpt-4.1 Cached Input Tokens,Usage-Based,2026-08-10T00:00:00Z,2026-08-09T00:00:00Z,,,,,,7978,Tokens,0.003391,0.000425,0.003391,Microsoft,0.003989,0.0005,Standard,7.978,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-checkout-prod,aoai-checkout-prod,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-cached,5b0c47ae-91ad-5f39-a2bd-77d5c6a41f83,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.003391,0.000425,EA-7654321,Contoso Enterprise Agreement,1,2026-08-01,EA-7654321,Contoso Enterprise Agreement,0.003391,,CC-1000,,,0.003391,0.000425,,,EA-DEPT-042,AI and Data,0.003989,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-08-10T00:00:00Z,2026-08-09T00:00:00Z,gpt-4.1 Cached Input Tokens,"{""model"":""gpt-4.1"",""tokenType"":""Cached""}",True,Azure OpenAI,5b0c47ae-91ad-5f39-a2bd-77d5c6a41f83,gpt-4.1 Cached Input Tokens,gpt-4.1,MS-AZR-0017P,,,AOAI-GPT-4.1-CACHED,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-08-09,batch-2026-09-04,MOCK
0.298778,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-09-01T00:00:00Z,2026-08-01T00:00:00Z,Usage,,gpt-4.1 Input Tokens,Usage-Based,2026-08-10T00:00:00Z,2026-08-09T00:00:00Z,,,,,,175752,Tokens,0.298778,0.0017,0.298778,Microsoft,0.351504,0.002,Standard,175.752,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-checkout-prod,aoai-checkout-prod,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-input,22c19c9a-bdbb-5481-969f-a54f3f93391a,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.298778,0.0017,EA-7654321,Contoso Enterprise Agreement,1,2026-08-01,EA-7654321,Contoso Enterprise Agreement,0.298778,,CC-1000,,,0.298778,0.0017,,,EA-DEPT-042,AI and Data,0.351504,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-08-10T00:00:00Z,2026-08-09T00:00:00Z,gpt-4.1 Input Tokens,"{""model"":""gpt-4.1"",""tokenType"":""Input""}",True,Azure OpenAI,22c19c9a-bdbb-5481-969f-a54f3f93391a,gpt-4.1 Input Tokens,gpt-4.1,MS-AZR-0017P,,,AOAI-GPT-4.1-INPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-08-09,batch-2026-09-04,MOCK
0.194473,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-09-01T00:00:00Z,2026-08-01T00:00:00Z,Usage,,gpt-4.1 Output Tokens,Usage-Based,2026-08-10T00:00:00Z,2026-08-09T00:00:00Z,,,,,,28599,Tokens,0.194473,0.0068,0.194473,Microsoft,0.228792,0.008,Standard,28.599,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-checkout-prod,aoai-checkout-prod,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-output,73fcd9cf-82df-5fb5-89d4-1448394f0f1e,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.194473,0.0068,EA-7654321,Contoso Enterprise Agreement,1,2026-08-01,EA-7654321,Contoso Enterprise Agreement,0.194473,,CC-1000,,,0.194473,0.0068,,,EA-DEPT-042,AI and Data,0.228792,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-08-10T00:00:00Z,2026-08-09T00:00:00Z,gpt-4.1 Output Tokens,"{""model"":""gpt-4.1"",""tokenType"":""Output""}",True,Azure OpenAI,73fcd9cf-82df-5fb5-89d4-1448394f0f1e,gpt-4.1 Output Tokens,gpt-4.1,MS-AZR-0017P,,,AOAI-GPT-4.1-OUTPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-08-09,batch-2026-09-04,MOCK
0.000777,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-09-01T00:00:00Z,2026-08-01T00:00:00Z,Usage,,gpt-4.1-mini Cached Input Tokens,Usage-Based,2026-08-10T00:00:00Z,2026-08-09T00:00:00Z,,,,,,9138,Tokens,0.000777,8.5e-05,0.000777,Microsoft,0.000914,0.0001,Standard,9.138,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-checkout-prod,aoai-checkout-prod,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-cached,a3f1d0b2-6d52-5c74-8f0a-19a2f1cbb6d4,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.000777,8.5e-05,EA-7654321,Contoso Enterprise Agreement,1,2026-08-01,EA-7654321,Contoso Enterprise Agreement,0.000777,,CC-1000,,,0.000777,8.5e-05,,,EA-DEPT-042,AI and Data,0.000914,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-08-10T00:00:00Z,2026-08-09T00:00:00Z,gpt-4.1-mini Cached Input Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Cached""}",True,Azure OpenAI,a3f1d0b2-6d52-5c74-8f0a-19a2f1cbb6d4,gpt-4.1-mini Cached Input Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-CACHED,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-08-09,batch-2026-09-04,MOCK
0.041072,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-09-01T00:00:00Z,2026-08-01T00:00:00Z,Usage,,gpt-4.1-mini Input Tokens,Usage-Based,2026-08-10T00:00:00Z,2026-08-09T00:00:00Z,,,,,,120801,Tokens,0.041072,0.00034,0.041072,Microsoft,0.04832,0.0004,Standard,120.801,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-checkout-prod,aoai-checkout-prod,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-input,9d25a9f8-1c8e-5e82-949f-a69580f18e8d,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.041072,0.00034,EA-7654321,Contoso Enterprise Agreement,1,2026-08-01,EA-7654321,Contoso Enterprise Agreement,0.041072,,CC-1000,,,0.041072,0.00034,,,EA-DEPT-042,AI and Data,0.04832,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-08-10T00:00:00Z,2026-08-09T00:00:00Z,gpt-4.1-mini Input Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Input""}",True,Azure OpenAI,9d25a9f8-1c8e-5e82-949f-a69580f18e8d,gpt-4.1-mini Input Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-INPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-08-09,batch-2026-09-04,MOCK
0.030901,EA-7654321,Contoso Enterprise Agreement,EA,USD,2026-09-01T00:00:00Z,2026-08-01T00:00:00Z,Usage,,gpt-4.1-mini Output Tokens,Usage-Based,2026-08-10T00:00:00Z,2026-08-09T00:00:00Z,,,,,,22721,Tokens,0.030901,0.00136,0.030901,Microsoft,0.036354,0.0016,Standard,22.721,1K Tokens,Microsoft,Microsoft,eastus2,East US 2,/subscriptions/68837237-5a48-41a9-bed4-947f5c277684/resourceGroups/rg-aoai-prod/providers/Microsoft.CognitiveServices/accounts/aoai-checkout-prod,aoai-checkout-prod,AI and Machine Learning,AI and Machine Learning,Azure OpenAI Service,gpt-4.1-mini-output,ce8b7b6e-f4d1-5b56-beca-4ea97224f27b,68837237-5a48-41a9-bed4-947f5c277684,Contoso AI Platform,Subscription,"{""app"":""APP-CHECKOUT"",""bu"":""BU-RETAIL"",""env"":""ENV-PROD""}",EA-ACCOUNT-1001,AI Platform Account,finops-owner@contoso.example,0.030901,0.00136,EA-7654321,Contoso Enterprise Agreement,1,2026-08-01,EA-7654321,Contoso Enterprise Agreement,0.030901,,CC-1000,,,0.030901,0.00136,,,EA-DEPT-042,AI and Data,0.036354,,,1000,USD,On Demand,1K Tokens,Cloud Provider,Microsoft,,,rg-aoai-prod,microsoft.cognitiveservices/accounts,2026-08-10T00:00:00Z,2026-08-09T00:00:00Z,gpt-4.1-mini Output Tokens,"{""model"":""gpt-4.1-mini"",""tokenType"":""Output""}",True,Azure OpenAI,ce8b7b6e-f4d1-5b56-beca-4ea97224f27b,gpt-4.1-mini Output Tokens,gpt-4.1-mini,MS-AZR-0017P,,,AOAI-GPT-4.1-MINI-OUTPUT,East US 2,AI + Machine Learning,,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,costmanagement.exports.focus-1.0r2,2026-08-09,batch-2026-09-04,MOCK
